order_id,order_date,product_name,quantity,unit_price,gross_sales,discount_amount,refund_amount,net_sales,state
SS5043,2024-06-16,Anime Mystery Box,1,60,60,0,0,60,New York
SS5044,2024-06-16,Anime Mystery Box,1,60,60,0,0,60,Colorado
SS5045,2024-06-16,Anime Mystery Box,1,60,60,0,0,60,Virginia
SS5046,2024-06-16,Anime Mystery Box,2,60,120,0,0,120,Florida
SS5047,2024-06-16,Anime Mystery Box,2,60,120,11.43,0,108.57,Washington
SS5048,2024-06-16,Attack on Titan T-Shirt,3,28,84,7.57,0,76.43,Illinois
SS5049,2024-06-16,One Piece Figure,1,35,35,0,0,35,Florida
SS5050,2024-06-16,Naruto Hoodie,1,55,55,3.56,51.44,0,Texas
SS5051,2024-06-17,Attack on Titan T-Shirt,3,28,84,5.41,0,78.59,Texas
SS5052,2024-06-17,Naruto Hoodie,1,55,55,9.76,0,45.24,North Carolina
SS5053,2024-06-17,Attack on Titan T-Shirt,2,28,56,0,0,56,California
SS5054,2024-06-17,Naruto Hoodie,1,55,55,0,0,55,Ohio
SS5055,2024-06-17,Anime Mystery Box,1,60,60,0,0,60,Texas
SS5056,2024-06-17,One Piece Figure,1,35,35,0,0,35,New York
SS5057,2024-06-17,Naruto Hoodie,1,55,55,0,0,55,Florida
SS5058,2024-06-17,Naruto Hoodie,1,55,55,0,0,55,Texas
SS5059,2024-06-17,My Hero Academia Backpack,3,48,144,0,0,144,Texas
SS5060,2024-06-17,Dragon Ball Z Hat,1,22,22,0,0,22,California
SS5061,2024-06-17,Anime Mystery Box,3,60,180,0,0,180,Texas
SS5062,2024-06-17,Dragon Ball Z Hat,1,22,22,0,0,22,Florida
SS5063,2024-06-17,Dragon Ball Z Hat,1,22,22,0,22,0,Georgia
SS5064,2024-06-17,Demon Slayer Poster,1,15,15,0,0,15,Florida
SS5065,2024-06-17,Naruto Hoodie,2,55,110,21.34,0,88.66,Florida
SS5066,2024-06-17,Demon Slayer Poster,2,15,30,0,0,30,California
SS5067,2024-06-17,Attack on Titan T-Shirt,3,28,84,0,0,84,North Carolina
SS5068,2024-06-17,Naruto Hoodie,1,55,55,0,0,55,Texas
SS5069,2024-06-18,Naruto Hoodie,2,55,110,6.87,0,103.13,California
SS5070,2024-06-18,Jujutsu Kaisen Keychain,2,8,16,0,0,16,California
SS5071,2024-06-18,Attack on Titan T-Shirt,1,28,28,0,0,28,Texas
SS5072,2024-06-18,Anime Mystery Box,3,60,180,0,0,180,Florida
SS5073,2024-06-18,Naruto Hoodie,2,55,110,0,0,110,Florida
SS5074,2024-06-18,Anime Mystery Box,1,60,60,0,60,0,Michigan
SS5075,2024-06-18,Jujutsu Kaisen Keychain,1,8,8,0,0,8,Massachusetts
SS5076,2024-06-18,Naruto Hoodie,3,55,165,0,0,165,Georgia
SS5077,2024-06-18,Naruto Hoodie,1,55,55,0,0,55,California
SS5078,2024-06-18,Anime Mystery Box,3,60,180,0,0,180,Texas
SS5079,2024-06-18,Anime Mystery Box,3,60,180,0,0,180,California
SS5080,2024-06-18,Anime Mystery Box,1,60,60,0,0,60,Indiana
SS5081,2024-06-18,Attack on Titan T-Shirt,1,28,28,0,0,28,Florida
SS5082,2024-06-18,Anime Mystery Box,1,60,60,0,0,60,Georgia
SS5083,2024-06-19,My Hero Academia Backpack,3,48,144,0,0,144,Florida
SS5084,2024-06-19,Dragon Ball Z Hat,2,22,44,5.89,0,38.11,Florida
SS5085,2024-06-19,Demon Slayer Poster,1,15,15,0,0,15,Florida
SS5086,2024-06-19,Jujutsu Kaisen Keychain,3,8,24,0,24,0,Florida
SS5087,2024-06-19,Anime Mystery Box,2,60,120,21.16,0,98.84,Tennessee
SS5088,2024-06-19,Naruto Hoodie,3,55,165,0,0,165,Indiana
SS5089,2024-06-19,Demon Slayer Poster,3,15,45,0,0,45,California
SS5090,2024-06-19,Anime Mystery Box,3,60,180,0,180,0,California
SS5091,2024-06-19,Dragon Ball Z Hat,1,22,22,0,0,22,New York
SS5092,2024-06-19,One Piece Figure,2,35,70,6.23,0,63.77,New Jersey
SS5093,2024-06-20,Anime Mystery Box,1,60,60,0,0,60,California
SS5094,2024-06-20,Anime Mystery Box,1,60,60,0,0,60,Florida
SS5095,2024-06-20,Naruto Hoodie,2,55,110,14.32,0,95.68,California
SS5096,2024-06-20,Anime Mystery Box,1,60,60,0,0,60,Colorado
SS5097,2024-06-20,Dragon Ball Z Hat,1,22,22,2.12,0,19.88,Washington
SS5098,2024-06-20,Jujutsu Kaisen Keychain,2,8,16,0,0,16,California
SS5099,2024-06-20,Anime Mystery Box,1,60,60,0,60,0,Florida
SS5100,2024-06-20,Jujutsu Kaisen Keychain,2,8,16,0,0,16,New York
SS5101,2024-06-20,Anime Mystery Box,1,60,60,0,0,60,Indiana
SS5102,2024-06-20,Naruto Hoodie,1,55,55,8.82,0,46.18,Florida
SS5103,2024-06-20,Naruto Hoodie,3,55,165,0,0,165,Texas
SS5104,2024-06-20,One Piece Figure,3,35,105,0,0,105,California
SS5105,2024-06-20,Naruto Hoodie,3,55,165,0,0,165,Washington
SS5106,2024-06-20,My Hero Academia Backpack,2,48,96,0,0,96,Georgia
SS5107,2024-06-20,Anime Mystery Box,2,60,120,0,0,120,North Carolina
SS5108,2024-06-21,Naruto Hoodie,3,55,165,25.81,0,139.19,Texas
SS5109,2024-06-21,Anime Mystery Box,2,60,120,0,0,120,Arizona
SS5110,2024-06-21,Dragon Ball Z Hat,2,22,44,0,0,44,Texas
SS5111,2024-06-21,Demon Slayer Poster,1,15,15,0,0,15,Ohio
SS5112,2024-06-21,Anime Mystery Box,2,60,120,0,0,120,Florida
SS5113,2024-06-21,Naruto Hoodie,1,55,55,0,55,0,Washington
SS5114,2024-06-21,Naruto Hoodie,2,55,110,0,0,110,Michigan
SS5115,2024-06-21,Jujutsu Kaisen Keychain,1,8,8,0,0,8,Massachusetts
SS5116,2024-06-21,Anime Mystery Box,3,60,180,0,0,180,Florida
SS5117,2024-06-21,Anime Mystery Box,3,60,180,14.5,0,165.5,Florida
SS5118,2024-06-21,My Hero Academia Backpack,1,48,48,0,0,48,California
SS5119,2024-06-21,Naruto Hoodie,1,55,55,0,0,55,Texas
SS5120,2024-06-21,Naruto Hoodie,1,55,55,7.7,0,47.3,New Jersey
SS5121,2024-06-21,My Hero Academia Backpack,2,48,96,0,0,96,Florida
SS5122,2024-06-21,Naruto Hoodie,2,55,110,0,0,110,Florida
SS5123,2024-06-22,Naruto Hoodie,1,55,55,0,0,55,North Carolina
SS5124,2024-06-22,Anime Mystery Box,1,60,60,0,0,60,Texas
SS5125,2024-06-22,Jujutsu Kaisen Keychain,1,8,8,0,0,8,California
SS5126,2024-06-22,Naruto Hoodie,3,55,165,0,0,165,California
SS5127,2024-06-22,Anime Mystery Box,3,60,180,0,0,180,Florida
SS5128,2024-06-22,Demon Slayer Poster,3,15,45,0,0,45,Pennsylvania
SS5129,2024-06-22,Jujutsu Kaisen Keychain,2,8,16,0,0,16,Florida
SS5130,2024-06-22,Attack on Titan T-Shirt,2,28,56,0,0,56,Texas
SS5131,2024-06-22,Anime Mystery Box,3,60,180,0,0,180,Texas
SS5132,2024-06-22,Naruto Hoodie,1,55,55,0,0,55,Texas
SS5133,2024-06-22,My Hero Academia Backpack,2,48,96,0,0,96,Missouri
SS5134,2024-06-22,Jujutsu Kaisen Keychain,2,8,16,0,0,16,Florida
SS5135,2024-06-22,Anime Mystery Box,2,60,120,21.12,0,98.88,Texas
SS5136,2024-06-23,Jujutsu Kaisen Keychain,1,8,8,0,0,8,Georgia
SS5137,2024-06-23,Naruto Hoodie,2,55,110,0,0,110,New Jersey
SS5138,2024-06-23,One Piece Figure,1,35,35,1.9,0,33.1,Florida
SS5139,2024-06-23,Anime Mystery Box,2,60,120,0,120,0,Arizona
SS5140,2024-06-23,One Piece Figure,2,35,70,5.84,0,64.16,Florida
SS5141,2024-06-23,Anime Mystery Box,1,60,60,8.13,0,51.87,New York
SS5142,2024-06-23,One Piece Figure,2,35,70,4.75,0,65.25,Texas
SS5143,2024-06-23,Naruto Hoodie,2,55,110,0,0,110,Ohio
SS5144,2024-06-23,Jujutsu Kaisen Keychain,3,8,24,0,0,24,Arizona
SS5145,2024-06-23,Jujutsu Kaisen Keychain,3,8,24,2.26,0,21.74,Nevada
SS5146,2024-06-23,My Hero Academia Backpack,3,48,144,18.97,0,125.03,Texas
SS5147,2024-06-23,Anime Mystery Box,2,60,120,0,0,120,Colorado
SS5148,2024-06-23,Dragon Ball Z Hat,2,22,44,0,0,44,California
SS5149,2024-06-23,Dragon Ball Z Hat,3,22,66,5.16,0,60.84,California
SS5150,2024-06-24,Naruto Hoodie,2,55,110,0,0,110,Florida
SS5151,2024-06-24,Anime Mystery Box,3,60,180,0,180,0,California
SS5152,2024-06-24,Anime Mystery Box,3,60,180,0,0,180,Colorado
SS5153,2024-06-24,Dragon Ball Z Hat,1,22,22,0,0,22,California
SS5154,2024-06-24,Anime Mystery Box,3,60,180,0,0,180,Texas
SS5155,2024-06-24,Naruto Hoodie,2,55,110,0,0,110,California
SS5156,2024-06-25,Attack on Titan T-Shirt,1,28,28,0,0,28,Washington
SS5157,2024-06-25,One Piece Figure,1,35,35,2.27,0,32.73,Texas
SS5158,2024-06-25,Jujutsu Kaisen Keychain,2,8,16,1.14,0,14.86,Florida
SS5159,2024-06-25,Attack on Titan T-Shirt,2,28,56,0,0,56,Florida
SS5160,2024-06-25,Anime Mystery Box,3,60,180,15.02,0,164.98,Florida
SS5161,2024-06-25,My Hero Academia Backpack,3,48,144,0,0,144,Florida
SS5162,2024-06-25,Jujutsu Kaisen Keychain,3,8,24,1.46,0,22.54,Texas
SS5163,2024-06-25,Anime Mystery Box,1,60,60,0,0,60,California
SS5164,2024-06-25,Naruto Hoodie,1,55,55,0,0,55,Texas
SS5165,2024-06-25,Anime Mystery Box,3,60,180,0,180,0,Nevada
SS5166,2024-06-25,Attack on Titan T-Shirt,1,28,28,0,0,28,Texas
SS5167,2024-06-26,One Piece Figure,3,35,105,9.93,0,95.07,Missouri
SS5168,2024-06-26,Naruto Hoodie,1,55,55,0,0,55,Florida
SS5169,2024-06-26,Attack on Titan T-Shirt,1,28,28,0,0,28,Washington
SS5170,2024-06-26,Dragon Ball Z Hat,2,22,44,0,0,44,Florida
SS5171,2024-06-26,Naruto Hoodie,3,55,165,18.49,0,146.51,Georgia
SS5172,2024-06-26,One Piece Figure,1,35,35,4.02,0,30.98,Florida
SS5173,2024-06-26,Naruto Hoodie,3,55,165,0,0,165,Ohio
SS5174,2024-06-26,Attack on Titan T-Shirt,2,28,56,0,0,56,Illinois
SS5175,2024-06-26,Naruto Hoodie,1,55,55,0,0,55,California
SS5176,2024-06-26,Naruto Hoodie,1,55,55,0,0,55,California
SS5177,2024-06-26,Anime Mystery Box,2,60,120,15.67,0,104.33,California
SS5178,2024-06-26,Naruto Hoodie,2,55,110,0,0,110,Texas
SS5179,2024-06-26,Dragon Ball Z Hat,1,22,22,0,0,22,Texas
SS5180,2024-06-26,Anime Mystery Box,2,60,120,0,0,120,California
SS5181,2024-06-26,Anime Mystery Box,1,60,60,0,0,60,Virginia
SS5182,2024-06-27,Anime Mystery Box,2,60,120,0,0,120,Massachusetts
SS5183,2024-06-27,Naruto Hoodie,1,55,55,2.96,0,52.04,Virginia
SS5184,2024-06-27,Dragon Ball Z Hat,3,22,66,0,0,66,New York
SS5185,2024-06-27,Naruto Hoodie,3,55,165,16.07,0,148.93,Missouri
SS5186,2024-06-27,Naruto Hoodie,3,55,165,0,0,165,Nevada
SS5187,2024-06-27,Anime Mystery Box,1,60,60,0,0,60,Illinois
SS5188,2024-06-27,One Piece Figure,2,35,70,0,0,70,Texas
SS5189,2024-06-27,Demon Slayer Poster,2,15,30,0,0,30,Texas
SS5190,2024-06-28,Attack on Titan T-Shirt,3,28,84,0,0,84,Florida
SS5191,2024-06-28,Demon Slayer Poster,1,15,15,2.5,0,12.5,Nevada
SS5192,2024-06-28,My Hero Academia Backpack,1,48,48,0,0,48,Illinois
SS5193,2024-06-28,Attack on Titan T-Shirt,2,28,56,8.75,47.25,0,Missouri
SS5194,2024-06-28,Anime Mystery Box,3,60,180,0,0,180,Florida
SS5195,2024-06-28,Anime Mystery Box,2,60,120,0,0,120,Texas
SS5196,2024-06-28,Jujutsu Kaisen Keychain,1,8,8,0,0,8,Washington
SS5197,2024-06-28,Anime Mystery Box,1,60,60,0,0,60,Florida
SS5198,2024-06-28,Anime Mystery Box,3,60,180,28.49,0,151.51,Tennessee
SS5199,2024-06-28,Naruto Hoodie,1,55,55,4.46,0,50.54,California
SS5200,2024-06-28,Naruto Hoodie,2,55,110,19.63,0,90.37,California
SS5201,2024-06-28,Anime Mystery Box,1,60,60,0,60,0,California
SS5202,2024-06-29,One Piece Figure,3,35,105,0,0,105,Texas
SS5203,2024-06-29,Jujutsu Kaisen Keychain,1,8,8,0,0,8,Texas
SS5204,2024-06-29,Dragon Ball Z Hat,3,22,66,0,0,66,California
SS5205,2024-06-29,Naruto Hoodie,2,55,110,0,0,110,California
SS5206,2024-06-29,Anime Mystery Box,2,60,120,0,0,120,California
SS5207,2024-06-29,My Hero Academia Backpack,2,48,96,13.82,0,82.18,Texas
SS5208,2024-06-29,Demon Slayer Poster,3,15,45,0,45,0,Pennsylvania
SS5209,2024-06-29,Attack on Titan T-Shirt,2,28,56,10,0,46,California
SS5210,2024-06-29,Naruto Hoodie,1,55,55,0,0,55,North Carolina
SS5211,2024-06-29,Anime Mystery Box,2,60,120,0,0,120,Georgia
SS5212,2024-06-29,Anime Mystery Box,1,60,60,5.98,0,54.02,California
SS5213,2024-06-29,My Hero Academia Backpack,2,48,96,0,0,96,California
SS5214,2024-06-29,Attack on Titan T-Shirt,3,28,84,16.49,0,67.51,California
SS5215,2024-06-29,Anime Mystery Box,3,60,180,32.89,0,147.11,Texas
SS5216,2024-06-29,Naruto Hoodie,1,55,55,0,0,55,Missouri
SS5217,2024-06-30,Anime Mystery Box,1,60,60,8.01,51.99,0,Massachusetts
SS5218,2024-06-30,Demon Slayer Poster,1,15,15,0,0,15,California
SS5219,2024-06-30,Jujutsu Kaisen Keychain,1,8,8,0,0,8,Pennsylvania
SS5220,2024-06-30,Naruto Hoodie,1,55,55,0,0,55,Texas
SS5221,2024-06-30,My Hero Academia Backpack,1,48,48,7.56,0,40.44,Texas
SS5222,2024-06-30,Jujutsu Kaisen Keychain,2,8,16,0,0,16,Florida
SS5223,2024-06-30,Naruto Hoodie,2,55,110,19.67,0,90.33,Missouri
SS5224,2024-06-30,Demon Slayer Poster,3,15,45,0,0,45,Florida
SS5225,2024-06-30,Anime Mystery Box,1,60,60,4.32,0,55.68,Florida
SS5226,2024-06-30,Dragon Ball Z Hat,3,22,66,7.16,0,58.84,Georgia
SS5227,2024-07-01,Anime Mystery Box,1,60,60,0,0,60,Texas
SS5228,2024-07-01,Demon Slayer Poster,3,15,45,0,0,45,California
SS5229,2024-07-01,Naruto Hoodie,2,55,110,10.93,0,99.07,California
SS5230,2024-07-01,Anime Mystery Box,1,60,60,0,0,60,Virginia
SS5231,2024-07-01,Naruto Hoodie,1,55,55,0,0,55,Texas
SS5232,2024-07-01,Anime Mystery Box,2,60,120,0,0,120,California
SS5233,2024-07-02,Anime Mystery Box,1,60,60,0,0,60,California
SS5234,2024-07-02,Naruto Hoodie,2,55,110,0,0,110,California
SS5235,2024-07-02,Naruto Hoodie,3,55,165,11.36,0,153.64,California
SS5236,2024-07-02,Anime Mystery Box,3,60,180,10.35,0,169.65,Texas
SS5237,2024-07-02,My Hero Academia Backpack,2,48,96,0,0,96,New Jersey
SS5238,2024-07-02,My Hero Academia Backpack,1,48,48,7.82,0,40.18,Florida
SS5239,2024-07-02,Jujutsu Kaisen Keychain,1,8,8,0,0,8,Texas
SS5240,2024-07-02,Jujutsu Kaisen Keychain,1,8,8,0.52,0,7.48,Texas
SS5241,2024-07-02,Anime Mystery Box,3,60,180,26.06,0,153.94,Florida
SS5242,2024-07-02,Dragon Ball Z Hat,2,22,44,0,0,44,Arizona
SS5243,2024-07-03,One Piece Figure,2,35,70,0,0,70,California
SS5244,2024-07-03,Anime Mystery Box,2,60,120,0,0,120,Texas
SS5245,2024-07-03,Anime Mystery Box,1,60,60,0,0,60,California
SS5246,2024-07-03,My Hero Academia Backpack,3,48,144,0,144,0,California
SS5247,2024-07-03,Dragon Ball Z Hat,2,22,44,0,0,44,Florida
SS5248,2024-07-03,One Piece Figure,3,35,105,0,0,105,Texas
SS5249,2024-07-03,Naruto Hoodie,3,55,165,0,0,165,Virginia
SS5250,2024-07-03,My Hero Academia Backpack,3,48,144,0,0,144,California
SS5251,2024-07-04,Anime Mystery Box,3,60,180,0,0,180,Florida
SS5252,2024-07-04,Naruto Hoodie,2,55,110,7.29,0,102.71,California
SS5253,2024-07-04,Naruto Hoodie,3,55,165,0,0,165,Massachusetts
SS5254,2024-07-04,Naruto Hoodie,3,55,165,0,0,165,Florida
SS5255,2024-07-04,Naruto Hoodie,3,55,165,0,0,165,Texas
SS5256,2024-07-04,Naruto Hoodie,1,55,55,0,0,55,Texas
SS5257,2024-07-04,Naruto Hoodie,1,55,55,5.09,0,49.91,Texas
SS5258,2024-07-04,Anime Mystery Box,1,60,60,0,0,60,Missouri
SS5259,2024-07-04,One Piece Figure,2,35,70,0,0,70,California
SS5260,2024-07-04,Naruto Hoodie,2,55,110,10.97,99.03,0,Florida
SS5261,2024-07-04,One Piece Figure,3,35,105,0,0,105,Indiana
SS5262,2024-07-04,Anime Mystery Box,3,60,180,0,0,180,Arizona
SS5263,2024-07-04,Demon Slayer Poster,2,15,30,0,0,30,Missouri
SS5264,2024-07-04,Anime Mystery Box,3,60,180,0,0,180,California
SS5265,2024-07-04,Anime Mystery Box,1,60,60,8.39,51.61,0,California
SS5266,2024-07-05,Anime Mystery Box,1,60,60,7.34,0,52.66,California
SS5267,2024-07-05,One Piece Figure,3,35,105,19.32,0,85.68,Texas
SS5268,2024-07-05,Naruto Hoodie,1,55,55,0,0,55,North Carolina
SS5269,2024-07-05,Dragon Ball Z Hat,2,22,44,3.55,0,40.45,Arizona
SS5270,2024-07-05,One Piece Figure,1,35,35,0,0,35,California
SS5271,2024-07-05,Anime Mystery Box,1,60,60,0,60,0,New York
SS5272,2024-07-05,My Hero Academia Backpack,2,48,96,0,0,96,Texas
SS5273,2024-07-05,Naruto Hoodie,1,55,55,9.67,0,45.33,New Jersey
SS5274,2024-07-05,Naruto Hoodie,3,55,165,0,0,165,Florida
SS5275,2024-07-05,Attack on Titan T-Shirt,2,28,56,0,0,56,Washington
SS5276,2024-07-05,Demon Slayer Poster,2,15,30,3.67,0,26.33,Arizona
SS5277,2024-07-05,My Hero Academia Backpack,1,48,48,0,0,48,California
SS5278,2024-07-05,Naruto Hoodie,3,55,165,0,0,165,California
SS5279,2024-07-05,Naruto Hoodie,1,55,55,0,55,0,California
SS5280,2024-07-05,Attack on Titan T-Shirt,1,28,28,0,0,28,Illinois
SS5281,2024-07-05,One Piece Figure,3,35,105,6.41,0,98.59,Nevada
SS5282,2024-07-05,Anime Mystery Box,1,60,60,0,0,60,Texas
SS5283,2024-07-06,Jujutsu Kaisen Keychain,2,8,16,0,0,16,California
SS5284,2024-07-06,Demon Slayer Poster,2,15,30,0,0,30,Florida
SS5285,2024-07-06,Demon Slayer Poster,1,15,15,0,0,15,Texas
SS5286,2024-07-06,Demon Slayer Poster,3,15,45,8.54,0,36.46,California
SS5287,2024-07-06,Naruto Hoodie,3,55,165,0,0,165,Texas
SS5288,2024-07-06,Dragon Ball Z Hat,3,22,66,0,0,66,Florida
SS5289,2024-07-06,Naruto Hoodie,1,55,55,0,55,0,Texas
SS5290,2024-07-06,Anime Mystery Box,3,60,180,0,0,180,Arizona
SS5291,2024-07-06,Attack on Titan T-Shirt,1,28,28,0,0,28,Texas
SS5292,2024-07-06,Anime Mystery Box,3,60,180,0,0,180,Texas
SS5293,2024-07-06,Attack on Titan T-Shirt,2,28,56,0,0,56,Florida
SS5294,2024-07-07,Naruto Hoodie,1,55,55,0,55,0,California
SS5295,2024-07-07,Anime Mystery Box,3,60,180,0,0,180,California
SS5296,2024-07-07,Anime Mystery Box,3,60,180,14.79,0,165.21,Texas
SS5297,2024-07-07,One Piece Figure,3,35,105,0,0,105,California
SS5298,2024-07-07,Attack on Titan T-Shirt,1,28,28,0,0,28,Missouri
SS5299,2024-07-07,Naruto Hoodie,1,55,55,0,0,55,Florida
SS5300,2024-07-07,Attack on Titan T-Shirt,3,28,84,0,0,84,Arizona
SS5301,2024-07-08,Anime Mystery Box,3,60,180,0,0,180,Michigan
SS5302,2024-07-08,Anime Mystery Box,3,60,180,0,0,180,California
SS5303,2024-07-08,Anime Mystery Box,2,60,120,22.74,0,97.26,Texas
SS5304,2024-07-08,Naruto Hoodie,1,55,55,0,0,55,Texas
SS5305,2024-07-08,Anime Mystery Box,3,60,180,0,0,180,Nevada
SS5306,2024-07-08,Dragon Ball Z Hat,3,22,66,0,0,66,Florida
SS5307,2024-07-09,My Hero Academia Backpack,2,48,96,0,0,96,Indiana
SS5308,2024-07-09,My Hero Academia Backpack,2,48,96,0,0,96,Texas
SS5309,2024-07-09,Naruto Hoodie,3,55,165,0,0,165,Georgia
SS5310,2024-07-09,Naruto Hoodie,3,55,165,10.7,0,154.3,Texas
SS5311,2024-07-09,Anime Mystery Box,2,60,120,0,0,120,Texas
SS5312,2024-07-09,Anime Mystery Box,1,60,60,0,0,60,California
SS5313,2024-07-09,Anime Mystery Box,1,60,60,0,0,60,Indiana
SS5314,2024-07-09,Anime Mystery Box,1,60,60,0,60,0,Texas
SS5315,2024-07-09,Naruto Hoodie,1,55,55,0,0,55,Ohio
SS5316,2024-07-09,Anime Mystery Box,2,60,120,0,120,0,Pennsylvania
SS5317,2024-07-10,Anime Mystery Box,1,60,60,0,0,60,California
SS5318,2024-07-10,Naruto Hoodie,2,55,110,0,0,110,Virginia
SS5319,2024-07-10,Demon Slayer Poster,2,15,30,0,0,30,Colorado
SS5320,2024-07-10,Attack on Titan T-Shirt,3,28,84,0,0,84,Florida
SS5321,2024-07-10,Attack on Titan T-Shirt,1,28,28,0,0,28,Florida
SS5322,2024-07-10,Jujutsu Kaisen Keychain,2,8,16,0,0,16,Texas
SS5323,2024-07-10,Attack on Titan T-Shirt,1,28,28,0,0,28,Michigan
SS5324,2024-07-10,My Hero Academia Backpack,2,48,96,0,0,96,Florida
SS5325,2024-07-10,Naruto Hoodie,2,55,110,0,0,110,Florida
SS5326,2024-07-11,Naruto Hoodie,1,55,55,0,0,55,New York
SS5327,2024-07-11,Anime Mystery Box,3,60,180,0,0,180,Georgia
SS5328,2024-07-11,Naruto Hoodie,2,55,110,0,0,110,Tennessee
SS5329,2024-07-11,Jujutsu Kaisen Keychain,3,8,24,1.67,0,22.33,Florida
SS5330,2024-07-11,Naruto Hoodie,3,55,165,0,0,165,Texas
SS5331,2024-07-11,Anime Mystery Box,3,60,180,0,0,180,Florida
SS5332,2024-07-11,Jujutsu Kaisen Keychain,1,8,8,0,0,8,Tennessee
SS5333,2024-07-11,Naruto Hoodie,1,55,55,0,0,55,Texas
SS5334,2024-07-11,Anime Mystery Box,2,60,120,8.79,0,111.21,Tennessee
SS5335,2024-07-11,Anime Mystery Box,1,60,60,0,0,60,Florida
SS5336,2024-07-11,Anime Mystery Box,2,60,120,0,120,0,California
SS5337,2024-07-11,Jujutsu Kaisen Keychain,3,8,24,0,0,24,California
SS5338,2024-07-11,Attack on Titan T-Shirt,3,28,84,0,0,84,California
SS5339,2024-07-12,Dragon Ball Z Hat,3,22,66,7.69,0,58.31,California
SS5340,2024-07-12,Naruto Hoodie,3,55,165,16.9,0,148.1,California
SS5341,2024-07-12,Naruto Hoodie,1,55,55,0,0,55,Texas
SS5342,2024-07-12,Naruto Hoodie,3,55,165,12.2,0,152.8,Indiana
SS5343,2024-07-12,Naruto Hoodie,2,55,110,0,0,110,Texas
SS5344,2024-07-12,One Piece Figure,3,35,105,0,0,105,Texas
SS5345,2024-07-12,Anime Mystery Box,1,60,60,0,0,60,Florida
SS5346,2024-07-12,Jujutsu Kaisen Keychain,2,8,16,0,0,16,New Jersey
SS5347,2024-07-12,My Hero Academia Backpack,2,48,96,0,0,96,Florida
SS5348,2024-07-12,One Piece Figure,1,35,35,3.77,0,31.23,Michigan
SS5349,2024-07-12,Demon Slayer Poster,1,15,15,0,15,0,California
SS5350,2024-07-12,Dragon Ball Z Hat,3,22,66,8.71,0,57.29,Pennsylvania
SS5351,2024-07-12,One Piece Figure,3,35,105,0,0,105,California
SS5352,2024-07-12,Dragon Ball Z Hat,1,22,22,0,0,22,California
SS5353,2024-07-12,Naruto Hoodie,1,55,55,7.07,0,47.93,Missouri
SS5354,2024-07-12,Attack on Titan T-Shirt,1,28,28,5.42,0,22.58,California
SS5355,2024-07-12,Dragon Ball Z Hat,1,22,22,0,0,22,New Jersey
SS5356,2024-07-12,Jujutsu Kaisen Keychain,1,8,8,0,0,8,California
SS5357,2024-07-13,Naruto Hoodie,1,55,55,0,0,55,Nevada
SS5358,2024-07-13,Anime Mystery Box,3,60,180,0,0,180,New York
SS5359,2024-07-13,One Piece Figure,1,35,35,0,0,35,Illinois
SS5360,2024-07-13,Naruto Hoodie,2,55,110,0,0,110,Florida
SS5361,2024-07-13,Anime Mystery Box,3,60,180,0,0,180,New Jersey
SS5362,2024-07-13,Dragon Ball Z Hat,2,22,44,0,0,44,Florida
SS5363,2024-07-13,Anime Mystery Box,2,60,120,0,0,120,Texas
SS5364,2024-07-13,Anime Mystery Box,1,60,60,0,0,60,California
SS5365,2024-07-13,Anime Mystery Box,3,60,180,0,0,180,California
SS5366,2024-07-13,Naruto Hoodie,3,55,165,0,0,165,Massachusetts
SS5367,2024-07-13,Naruto Hoodie,1,55,55,0,0,55,Tennessee
SS5368,2024-07-13,Demon Slayer Poster,2,15,30,0,0,30,Massachusetts
SS5369,2024-07-13,Naruto Hoodie,3,55,165,30.04,0,134.96,California
SS5370,2024-07-14,Anime Mystery Box,3,60,180,0,180,0,California
SS5371,2024-07-14,Jujutsu Kaisen Keychain,2,8,16,0,0,16,California
SS5372,2024-07-14,Jujutsu Kaisen Keychain,2,8,16,0,0,16,Florida
SS5373,2024-07-14,Anime Mystery Box,3,60,180,0,0,180,California
SS5374,2024-07-14,Naruto Hoodie,2,55,110,0,0,110,California
SS5375,2024-07-14,Dragon Ball Z Hat,3,22,66,0,0,66,Missouri
SS5376,2024-07-14,One Piece Figure,3,35,105,0,0,105,California
SS5377,2024-07-14,Attack on Titan T-Shirt,1,28,28,0,0,28,Michigan
SS5378,2024-07-14,Naruto Hoodie,2,55,110,0,0,110,Texas
SS5379,2024-07-14,Demon Slayer Poster,2,15,30,0,0,30,Florida
SS5380,2024-07-14,Naruto Hoodie,3,55,165,0,0,165,Massachusetts
SS5381,2024-07-14,Naruto Hoodie,3,55,165,13.79,0,151.21,Colorado
SS5382,2024-07-14,Attack on Titan T-Shirt,2,28,56,0,0,56,Florida
SS5383,2024-07-14,Anime Mystery Box,2,60,120,12.29,0,107.71,California
SS5384,2024-07-14,Anime Mystery Box,1,60,60,0,0,60,California
SS5385,2024-07-14,Naruto Hoodie,2,55,110,0,0,110,Texas
SS5386,2024-07-14,Naruto Hoodie,2,55,110,0,0,110,California
SS5387,2024-07-14,Anime Mystery Box,1,60,60,0,0,60,Michigan
SS5388,2024-07-15,Anime Mystery Box,1,60,60,11.61,0,48.39,California
SS5389,2024-07-15,Naruto Hoodie,1,55,55,0,0,55,California
SS5390,2024-07-15,Naruto Hoodie,2,55,110,16.18,0,93.82,Texas
SS5391,2024-07-15,Anime Mystery Box,3,60,180,16.55,0,163.45,California
